"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Sep 07 14:12:05 CST 2024","Sat Sep 07 14:12:18 CST 2024","13425","TestCase","test_login","TestChannel","","","test_bilibili_login","
        b站登录模块正向测试
        "
